Node,node.number,Voltage,Region,Zone,Owner
188701_MATHURA_765,188701,765,NORTH,UP,PVT-EXISTING
188708_MUZAFARNAGAR_765,188708,765,NORTH,UP,PVT-EXISTING
188867_MEERTFS1_765,188867,765,NORTH,UP,PVT-EXISTING
188868_MEERTFS2_765,188868,765,NORTH,UP,PVT-EXISTING
184435_MANDOLA_400,184435,400,NORTH,NR-ISTS,PVT-EXISTING
184445_NEEMR-PG_400,184445,400,NORTH,NR-ISTS,PVT-EXISTING
184487_MANDOLASPLI_400,184487,400,NORTH,NR-ISTS,PVT-EXISTING
184488_MANDOLASP2_400,184488,400,NORTH,NR-ISTS,PVT-EXISTING
184489_MANDOLASP3_400,184489,400,NORTH,NR-ISTS,PVT-EXISTING
184425_ROORKEE_400,184425,400,NORTH,UTTRAKHAND,PVT-EXISTING
184449_KOTESH-POL_400,184449,400,NORTH,UTTRAKHAND,PVT-EXISTING
191180_SITARGAN_132,191180,132,NORTH,UTTRAKHAND,PVT-EXISTING
314012_MCCPL_400,314012,400,WEST,CHATTISGARH,PVT-EXISTING
314018_ARYN_CBL_400,314018,400,WEST,CHATTISGARH,PVT-EXISTING
314019_BALCO_400,314019,400,WEST,CHATTISGARH,PVT-EXISTING
314020_VANDANA_400,314020,400,WEST,CHATTISGARH,PVT-EXISTING
314023_KWPCL_400,314023,400,WEST,CHATTISGARH,PVT-EXISTING
314026_DBPOWER_400,314026,400,WEST,CHATTISGARH,PVT-EXISTING
314027_JPL_EXTN_400,314027,400,WEST,CHATTISGARH,PVT-EXISTING
364023_INDORE_400,364023,400,WEST,MP,PVT-EXISTING
364027_MAHAN_400,364027,400,WEST,MP,PVT-EXISTING
364028_JP-BINA_400,364028,400,WEST,MP,PVT-EXISTING
364033_NIGRI_400,364033,400,WEST,MP,PVT-EXISTING
364034_ANUPPUR_400,364034,400,WEST,MP,PVT-EXISTING
364038_JHABUAPOWER_400,364038,400,WEST,MP,PVT-EXISTING
368023_INDORE_765,368023,765,WEST,MP,PVT-EXISTING
374032_TIRODA_400,374032,400,WEST,MAHARASTRA,PVT-EXISTING
374034_EMCO_400,374034,400,WEST,MAHARASTRA,PVT-EXISTING
374035_IEPL_400,374035,400,WEST,MAHARASTRA,PVT-EXISTING
374044_AKOLAII_400,374044,400,WEST,MAHARASTRA,PVT-EXISTING
378032_TIRODA_765,378032,765,WEST,MAHARASTRA,PVT-EXISTING
378044_AKOLAII_765,378044,765,WEST,MAHARASTRA,PVT-EXISTING
421535_ICCL1_132,421535,132,EAST,ORISSA,PVT-EXISTING
421597_VEDANTA_132,421597,132,EAST,ORISSA,PVT-EXISTING
421602_HINDALCO_132,421602,132,EAST,ORISSA,PVT-EXISTING
421603_NBVLBSSL_132,421603,132,EAST,ORISSA,PVT-EXISTING
421699_ARATI-STL_132,421699,132,EAST,ORISSA,PVT-EXISTING
422030_NALCO2_220,422030,220,EAST,ORISSA,PVT-EXISTING
422599_JINDAL_220,422599,220,EAST,ORISSA,PVT-EXISTING
422605_BSSL_220,422605,220,EAST,ORISSA,PVT-EXISTING
422606_JINSTL_220,422606,220,EAST,ORISSA,PVT-EXISTING
422607_TSIL_220,422607,220,EAST,ORISSA,PVT-EXISTING
422609_STERLT2_220,422609,220,EAST,ORISSA,PVT-EXISTING
422610_VEDANT_220,422610,220,EAST,ORISSA,PVT-EXISTING
424026_MONNET_400,424026,400,EAST,ORISSA,PVT-EXISTING
424027_STERLITE_400,424027,400,EAST,ORISSA,PVT-EXISTING
424029_GMR_400,424029,400,EAST,ORISSA,PVT-EXISTING
424030_JINDAL-JITPL_400,424030,400,EAST,ORISSA,PVT-EXISTING
424035_IND-BHARATH_400,424035,400,EAST,ORISSA,PVT-EXISTING
441570_TATAPWRHALDI_132,441570,132,EAST,W.BENGAL,PVT-EXISTING
442624_IPCL-HALDIA_220,442624,220,EAST,W.BENGAL,PVT-EXISTING
434035_MAITHON-RB_400,434035,400,EAST,JHARKAND,PVT-EXISTING
474024_ADHUNIK_400,474024,400,EAST,JHARKAND,PVT-EXISTING
474033_DHANBAD_4_400,474033,400,EAST,JHARKAND,PVT-EXISTING
491004_CHUZACHEN_132,491004,132,EAST,SIKKIM,PVT-EXISTING
182204_SORANG_400,182204,400,NORTH,HIMACHAL,SORANG_IPP
172227_ROSA-TP1_220,172227,220,NORTH,UP,ROSA_IPP
174471_ROSA-TP2_400,174471,400,NORTH,UP,ROSA_IPP
182202_ADHYDRO_220,182202,220,NORTH,HIMACHAL,ADHY_IPP
121106_CHHAUR_132,121106,132,NORTH,HIMACHAL,EVEREST
122205_CHHAUR_220,122205,220,NORTH,HIMACHAL,EVEREST
181111_MALAN-II_132,181111,132,NORTH,HIMACHAL,EVEREST
184456_KARCHAMW_400,184456,400,NORTH,HIMACHAL,JP-KARCH
184458_SHRECEM_400,184458,400,NORTH,RSEB,SHRE_CEM
174470_ANPARAC_400,174470,400,NORTH,UP,ANPARAC
177405_ANPARAC_765,177405,765,NORTH,UP,ANPARAC
171610_KHAMBAKH_132,171610,132,NORTH,UP,BAJAJ_UP
171627_UTRAULA_132,171627,132,NORTH,UP,BAJAJ_UP
171663_MAQSUDPR_132,171663,132,NORTH,UP,BAJAJ_UP
171666_BARKHER_132,171666,132,NORTH,UP,BAJAJ_UP
171668_KUNDARK_132,171668,132,NORTH,UP,BAJAJ_UP
122202_BUDHIL_220,122202,220,NORTH,HIMACHAL,LANCO_IPP
188405_GURDASPUR_400,188405,400,NORTH,PUNJAB,CEN-PLAN/UC
144035_YAMUNANAGAR_400,144035,400,NORTH,HARYANA,CEN-PLAN/UC
184486_GVAHP-NPCIL_400,184486,400,NORTH,HARYANA,CEN-PLAN/UC
182215_CHANDIGARH_220,182215,220,NORTH,DELHI,CEN-PLAN/UC
184490_RAJGHAT_400,184490,400,NORTH,DELHI,CEN-PLAN/UC
184920_BADARPUR4_400,184920,400,NORTH,DELHI,CEN-PLAN/UC
162359_BHADLA-SP_220,162359,220,NORTH,RSEB,CEN-PLAN/UC
162360_FATEHGARH_220,162360,220,NORTH,RSEB,CEN-PLAN/UC
162361_PAREWAR_220,162361,220,NORTH,RSEB,CEN-PLAN/UC
164460_FATEHGARH_400,164460,400,NORTH,RSEB,CEN-PLAN/UC
164461_PAREWAR_400,164461,400,NORTH,RSEB,CEN-PLAN/UC
168459_BHADLA-NEW_765,168459,765,NORTH,RSEB,CEN-PLAN/UC
184067_UNCHAHAAR_400,184067,400,NORTH,UP,CEN-PLAN/UC
172225_JAULJIVI_220,172225,220,NORTH,UTTRAKHAND,CEN-PLAN/UC
211244_BISWA-CHAR1_132,211244,132,NRTHEAST,ASSAM,CEN-PLAN/UC
211341_KHUMTAI_132,211341,132,NRTHEAST,ASSAM,CEN-PLAN/UC
212015_KHUMTAI_220,212015,220,NRTHEAST,ASSAM,CEN-PLAN/UC
212041_MARIANI-PG_220,212041,220,NRTHEAST,ASSAM,CEN-PLAN/UC
212075_AZARA-LOAD_220,212075,220,NRTHEAST,ASSAM,CEN-PLAN/UC
212322_AZARA2_220,212322,220,NRTHEAST,ASSAM,CEN-PLAN/UC
214015_KHUMTAI_400,214015,400,NRTHEAST,ASSAM,CEN-PLAN/UC
214044_BISWA-CHARI_400,214044,400,NRTHEAST,ASSAM,CEN-PLAN/UC
214151_RANGIA_400,214151,400,NRTHEAST,ASSAM,CEN-PLAN/UC
214321_AZARA_400,214321,400,NRTHEAST,ASSAM,CEN-PLAN/UC
214411_SILAPATHER_400,214411,400,NRTHEAST,ASSAM,CEN-PLAN/UC
221101_ITANAGAR-PG_132,221101,132,NRTHEAST,ARPRADESH,CEN-PLAN/UC
221102_ITANGR-LOAD_132,221102,132,NRTHEAST,ARPRADESH,CEN-PLAN/UC
221150_PARE_132,221150,132,NRTHEAST,ARPRADESH,CEN-PLAN/UC
221340_KHUPI1_132,221340,132,NRTHEAST,ARPRADESH,CEN-PLAN/UC
224001_TAWANGPP_400,224001,400,NRTHEAST,ARPRADESH,CEN-PLAN/UC
224323_KAMENG_400,224323,400,NRTHEAST,ARPRADESH,CEN-PLAN/UC
224325_L-SUBANSRI_400,224325,400,NRTHEAST,ARPRADESH,CEN-PLAN/UC
232090_KILLING2_220,232090,220,NRTHEAST,MEGHALAYA,CEN-PLAN/UC
241007_MOKOKCHNG-PG_132,241007,132,NRTHEAST,NAGALAND,CEN-PLAN/UC
242002_MOKOKCHNG-PG_220,242002,220,NRTHEAST,NAGALAND,CEN-PLAN/UC
261131_MELRIAT-NEW_132,261131,132,NRTHEAST,MIZORAM,CEN-PLAN/UC
264001_KOLODYNE-ST2_400,264001,400,NRTHEAST,MIZORAM,CEN-PLAN/UC
264134_MELRIATNEW4_400,264134,400,NRTHEAST,MIZORAM,CEN-PLAN/UC
282007_BUNAKHA_220,282007,220,BHUTAN,BHUTAN,CEN-PLAN/UC
284002_PUNATSANC1&2_400,284002,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284003_WANGCHU_400,284003,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284008_MANGDECHU_400,284008,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284009_JIGMELING_400,284009,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284010_GOLING_400,284010,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284011_YANGBARI_400,284011,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284012_CHAMKARCHU-1_400,284012,400,BHUTAN,BHUTAN,CEN-PLAN/UC
284013_KHOLONGCHU_400,284013,400,BHUTAN,BHUTAN,CEN-PLAN/UC
314034_DHEERUPOWER_400,314034,400,WEST,CHATTISGARH,CEN-PLAN/UC
314035_CHHATTISGARH_400,314035,400,WEST,CHATTISGARH,CEN-PLAN/UC
314038_RANJNANDGAON_400,314038,400,WEST,CHATTISGARH,CEN-PLAN/UC
314039_RKM_400,314039,400,WEST,CHATTISGARH,CEN-PLAN/UC
314040_ATHENA_400,314040,400,WEST,CHATTISGARH,CEN-PLAN/UC
314041_SKS_400,314041,400,WEST,CHATTISGARH,CEN-PLAN/UC
314042_VISAPOWER_400,314042,400,WEST,CHATTISGARH,CEN-PLAN/UC
314043_LANCO-AMARKA_400,314043,400,WEST,CHATTISGARH,CEN-PLAN/UC
314044_GMR_400,314044,400,WEST,CHATTISGARH,CEN-PLAN/UC
314045_LARASTPP_400,314045,400,WEST,CHATTISGARH,CEN-PLAN/UC
318033_CHAMPA_POOL_765,318033,765,WEST,CHATTISGARH,CEN-PLAN/UC
318035_CHHATTISGARH_765,318035,765,WEST,CHATTISGARH,CEN-PLAN/UC
318038_RAJNANDGAON_765,318038,765,WEST,CHATTISGARH,CEN-PLAN/UC
322002_MAGARWADAGIS_220,322002,220,WEST,DD,CEN-PLAN/UC
324002_MAGARWADAGIS_400,324002,400,WEST,DD,CEN-PLAN/UC
332003_KALA_220,332003,220,WEST,DNH,CEN-PLAN/UC
334003_KALA_400,334003,400,WEST,DNH,CEN-PLAN/UC
352135_BHUJPOOL_220,352135,220,WEST,GUJARAT,CEN-PLAN/UC
352136_BANASKANTHA_220,352136,220,WEST,GUJARAT,CEN-PLAN/UC
352138_VATAMAN_220,352138,220,WEST,GUJARAT,CEN-PLAN/UC
352201_BHACHUNDA_220,352201,220,WEST,GUJARAT,CEN-PLAN/UC
354035_VADODARA_400,354035,400,WEST,GUJARAT,CEN-PLAN/UC
354038_EPGLPH2_400,354038,400,WEST,GUJARAT,CEN-PLAN/UC
354078_KAKRAPARAPP_400,354078,400,WEST,GUJARAT,CEN-PLAN/UC
354135_BHUJPOOL_400,354135,400,WEST,GUJARAT,CEN-PLAN/UC
354136_BANASKANTHA_400,354136,400,WEST,GUJARAT,CEN-PLAN/UC
354137_SANKHARI_400,354137,400,WEST,GUJARAT,CEN-PLAN/UC
354138_VATAMAN_400,354138,400,WEST,GUJARAT,CEN-PLAN/UC
358035_VADODARA_765,358035,765,WEST,GUJARAT,CEN-PLAN/UC
358135_BHUJPOOL_765,358135,765,WEST,GUJARAT,CEN-PLAN/UC
358136_BANASKANTHA_765,358136,765,WEST,GUJARAT,CEN-PLAN/UC
362084_MORENA_220,362084,220,WEST,MP,CEN-PLAN/UC
362089_BETULGIS_220,362089,220,WEST,MP,CEN-PLAN/UC
364036_ARYANMP_400,364036,400,WEST,MP,CEN-PLAN/UC
364037_CHITRANGI_765,364037,765,WEST,MP,CEN-PLAN/UC
364041_KHANDWANEW_400,364041,400,WEST,MP,CEN-PLAN/UC
364082_BETULGIS_400,364082,400,WEST,MP,CEN-PLAN/UC
364083_REWAUMSPP_400,364083,400,WEST,MP,CEN-PLAN/UC
364084_MORENA_400,364084,400,WEST,MP,CEN-PLAN/UC
368027_GADARWARAST_765,368027,765,WEST,MP,CEN-PLAN/UC
368040_KHARGONE_400,368040,400,WEST,MP,CEN-PLAN/UC
368041_KHANDWANEW_765,368041,765,WEST,MP,CEN-PLAN/UC
368083_DHANWAHI_765,368083,765,WEST,MP,CEN-PLAN/UC
368084_MORENA_765,368084,765,WEST,MP,CEN-PLAN/UC
372217_NAVIMUMBAIGI_220,372217,220,WEST,MAHARASTRA,CEN-PLAN/UC
374049_PARLINEW_400,374049,400,WEST,MAHARASTRA,CEN-PLAN/UC
374050_KOLHAPURPG_400,374050,400,WEST,MAHARASTRA,CEN-PLAN/UC
374051_PADGHEGIS_400,374051,400,WEST,MAHARASTRA,CEN-PLAN/UC
374052_KUDUS_400,374052,400,WEST,MAHARASTRA,CEN-PLAN/UC
374090_SOLAPURSTPP_400,374090,400,WEST,MAHARASTRA,CEN-PLAN/UC
374091_WARORAPOOL_400,374091,400,WEST,MAHARASTRA,CEN-PLAN/UC
374092_LANCOVIDARB_400,374092,400,WEST,MAHARASTRA,CEN-PLAN/UC
374102_JAITAPURNPP_400,374102,400,WEST,MAHARASTRA,CEN-PLAN/UC
374217_NAVIMUMBAIGI_400,374217,400,WEST,MAHARASTRA,CEN-PLAN/UC
378049_PARLINEW_765,378049,765,WEST,MAHARASTRA,CEN-PLAN/UC
378050_KOLHAPURPG_765,378050,765,WEST,MAHARASTRA,CEN-PLAN/UC
378051_PADGHEGIS_765,378051,765,WEST,MAHARASTRA,CEN-PLAN/UC
378091_WARORAPOOL_765,378091,765,WEST,MAHARASTRA,CEN-PLAN/UC
414020_NABINAGAR-I_400,414020,400,EAST,BIHAR,CEN-PLAN/UC
414031_NABINAGAR-II_400,414031,400,EAST,BIHAR,CEN-PLAN/UC
414071_KISHENGANJ_400,414071,400,EAST,BIHAR,CEN-PLAN/UC
414102_BARH-II_400,414102,400,EAST,BIHAR,CEN-PLAN/UC
414900_BANKA-NEW_400,414900,400,EAST,BIHAR,CEN-PLAN/UC
418091_BANKA8_765,418091,765,EAST,BIHAR,CEN-PLAN/UC
422033_PANDIABIL2_220,422033,220,EAST,ORISSA,CEN-PLAN/UC
424033_PANDIABIL_400,424033,400,EAST,ORISSA,CEN-PLAN/UC
424118_TALCHER-III_400,424118,400,EAST,ORISSA,CEN-PLAN/UC
428072_DARLIPALLI_765,428072,765,EAST,ORISSA,CEN-PLAN/UC
428092_TALCHERGST3_765,428092,765,EAST,ORISSA,CEN-PLAN/UC
441911_RAMMAM-III_132,441911,132,EAST,W.BENGAL,CEN-PLAN/UC
442007_RAJARHAT_220,442007,220,EAST,W.BENGAL,CEN-PLAN/UC
442073_ALIPURDU_220,442073,220,EAST,W.BENGAL,CEN-PLAN/UC
444007_RAJARHAT_400,444007,400,EAST,W.BENGAL,CEN-PLAN/UC
444073_ALIPURDU_400,444073,400,EAST,W.BENGAL,CEN-PLAN/UC
472006_CHAIBASA2_220,472006,220,EAST,JHARKAND,CEN-PLAN/UC
474027_JHARKND-POOL_400,474027,400,EAST,JHARKAND,CEN-PLAN/UC
474028_DALTONGANJ_400,474028,400,EAST,JHARKAND,CEN-PLAN/UC
474050_NORTHKARNPRA_400,474050,400,EAST,JHARKAND,CEN-PLAN/UC
474062_CHAIBASA_400,474062,400,EAST,JHARKAND,CEN-PLAN/UC
492002_NEWMELL_220,492002,220,EAST,SIKKIM,CEN-PLAN/UC
494010_MANGAN_400,494010,400,EAST,SIKKIM,CEN-PLAN/UC
162000_AAU-SW_220,162000,220,NORTH,RSEB,ST-PLAN/UC
162262_BADISID-S_220,162262,220,NORTH,RSEB,ST-PLAN/UC
162390_BAITHWARA-W_220,162390,220,NORTH,RSEB,ST-PLAN/UC
162395_SANWREEJ-WS_220,162395,220,NORTH,RSEB,ST-PLAN/UC
162654_KOLAYAT-S_220,162654,220,NORTH,RSEB,ST-PLAN/UC
162757_POKARAN-S_220,162757,220,NORTH,RSEB,ST-PLAN/UC
162760_PRATAPGARH-W_220,162760,220,NORTH,RSEB,ST-PLAN/UC
162874_UNDOO-WS_220,162874,220,NORTH,RSEB,ST-PLAN/UC
164403_RAMGARH_400,164403,400,NORTH,RSEB,ST-PLAN/UC
164404_BHADLA_400,164404,400,NORTH,RSEB,ST-PLAN/UC
164459_BHADLA-N_400,164459,400,NORTH,RSEB,ST-PLAN/UC
192052_SRINAGAR2_220,192052,220,NORTH,UTTRAKHAND,ST-PLAN/UC
192053_KOTLIBHEL_220,192053,220,NORTH,UTTRAKHAND,ST-PLAN/UC
211001_DIGBOI-LOAD_132,211001,132,NRTHEAST,ASSAM,ST-PLAN/UC
211002_BORDUBI-LOAD_132,211002,132,NRTHEAST,ASSAM,ST-PLAN/UC
211003_SONARI-LOAD_132,211003,132,NRTHEAST,ASSAM,ST-PLAN/UC
211004_TITABOR-LOAD_132,211004,132,NRTHEAST,ASSAM,ST-PLAN/UC
211005_SONAPUR-LOAD_132,211005,132,NRTHEAST,ASSAM,ST-PLAN/UC
211006_BILASIP-LOAD_132,211006,132,NRTHEAST,ASSAM,ST-PLAN/UC
211007_KOKRAJH-LOAD_132,211007,132,NRTHEAST,ASSAM,ST-PLAN/UC
211008_KAMPUR-LOAD_132,211008,132,NRTHEAST,ASSAM,ST-PLAN/UC
211009_KAMALPUR-LOA_132,211009,132,NRTHEAST,ASSAM,ST-PLAN/UC
211161_KALAIN-LOAD_132,211161,132,NRTHEAST,ASSAM,ST-PLAN/UC
211168_JORHATW-LOAD_132,211168,132,NRTHEAST,ASSAM,ST-PLAN/UC
211177_MAKUM-LOAD_132,211177,132,NRTHEAST,ASSAM,ST-PLAN/UC
211201_KAMAKHY-LOAD_132,211201,132,NRTHEAST,ASSAM,ST-PLAN/UC
211301_AMINGAON1_132,211301,132,NRTHEAST,ASSAM,ST-PLAN/UC
211302_BEHIATING1_132,211302,132,NRTHEAST,ASSAM,ST-PLAN/UC
211303_GUWT-MEDCOL1_132,211303,132,NRTHEAST,ASSAM,ST-PLAN/UC
211304_CHAPAKHOWA1_132,211304,132,NRTHEAST,ASSAM,ST-PLAN/UC
211305_SILAPATHAR1_132,211305,132,NRTHEAST,ASSAM,ST-PLAN/UC
211306_HAZO1_132,211306,132,NRTHEAST,ASSAM,ST-PLAN/UC
211307_PALTANBAZAR_132,211307,132,NRTHEAST,ASSAM,ST-PLAN/UC
211308_TANGLA1_132,211308,132,NRTHEAST,ASSAM,ST-PLAN/UC
211309_SARUPATHAR1_132,211309,132,NRTHEAST,ASSAM,ST-PLAN/UC
211310_TEZPUR-NEW_132,211310,132,NRTHEAST,ASSAM,ST-PLAN/UC
211311_TEOK1_132,211311,132,NRTHEAST,ASSAM,ST-PLAN/UC
211312_KAMAKHYA_132,211312,132,NRTHEAST,ASSAM,ST-PLAN/UC
211326_KAMALPUR_132,211326,132,NRTHEAST,ASSAM,ST-PLAN/UC
211328_BORDUBI_132,211328,132,NRTHEAST,ASSAM,ST-PLAN/UC
211329_SONARI_132,211329,132,NRTHEAST,ASSAM,ST-PLAN/UC
211331_TITABOR_132,211331,132,NRTHEAST,ASSAM,ST-PLAN/UC
211332_DIGBOI_132,211332,132,NRTHEAST,ASSAM,ST-PLAN/UC
211333_KAMPUR_132,211333,132,NRTHEAST,ASSAM,ST-PLAN/UC
211334_KALAIN_132,211334,132,NRTHEAST,ASSAM,ST-PLAN/UC
211335_KOKRAJHAR_132,211335,132,NRTHEAST,ASSAM,ST-PLAN/UC
211336_BILASIPARA_132,211336,132,NRTHEAST,ASSAM,ST-PLAN/UC
211338_SONAPUR1_132,211338,132,NRTHEAST,ASSAM,ST-PLAN/UC
211339_JORHATWEST_132,211339,132,NRTHEAST,ASSAM,ST-PLAN/UC
211342_MAKUM_132,211342,132,NRTHEAST,ASSAM,ST-PLAN/UC
211851_RUPAI1_132,211851,132,NRTHEAST,ASSAM,ST-PLAN/UC
212100_SONABIL_220,212100,220,NRTHEAST,ASSAM,ST-PLAN/UC
212201_AMINGAON2_220,212201,220,NRTHEAST,ASSAM,ST-PLAN/UC
212202_BEHIATING2_220,212202,220,NRTHEAST,ASSAM,ST-PLAN/UC
212337_SONAPUR2_220,212337,220,NRTHEAST,ASSAM,ST-PLAN/UC
212343_MAKUM_220,212343,220,NRTHEAST,ASSAM,ST-PLAN/UC
212380_RANGIA2_220,212380,220,NRTHEAST,ASSAM,ST-PLAN/UC
212531_MARGHERITA_220,212531,220,NRTHEAST,ASSAM,ST-PLAN/UC
213301_GUWT-MEDCOL3_33,213301,33,NRTHEAST,ASSAM,ST-PLAN/UC
213302_CHAPAKHOWA3_33,213302,33,NRTHEAST,ASSAM,ST-PLAN/UC
213304_HAZO3_33,213304,33,NRTHEAST,ASSAM,ST-PLAN/UC
213305_PALTNBAZAR3_33,213305,33,NRTHEAST,ASSAM,ST-PLAN/UC
213306_TANGLA3_33,213306,33,NRTHEAST,ASSAM,ST-PLAN/UC
213307_SARUPATHAR3_33,213307,33,NRTHEAST,ASSAM,ST-PLAN/UC
213308_TEZPUR-NEW_33,213308,33,NRTHEAST,ASSAM,ST-PLAN/UC
213309_TEOK3_33,213309,33,NRTHEAST,ASSAM,ST-PLAN/UC
231031_MENDIPATHAR_132,231031,132,NRTHEAST,MEGHALAYA,ST-PLAN/UC
231111_GANOL_132,231111,132,NRTHEAST,MEGHALAYA,ST-PLAN/UC
231302_NEWSHILLONG_132,231302,132,NRTHEAST,MEGHALAYA,ST-PLAN/UC
231303_MYNKRE_132,231303,132,NRTHEAST,MEGHALAYA,ST-PLAN/UC
231304_PHULBARI_132,231304,132,NRTHEAST,MEGHALAYA,ST-PLAN/UC
231305_AMPATI_132,231305,132,NRTHEAST,MEGHALAYA,ST-PLAN/UC
232001_MAWNGAP_220,232001,220,NRTHEAST,MEGHALAYA,ST-PLAN/UC
232002_NEWSHILLONG_220,232002,220,NRTHEAST,MEGHALAYA,ST-PLAN/UC
233001_NEWSHILLONG_33,233001,33,NRTHEAST,MEGHALAYA,ST-PLAN/UC
233002_MYNKRE_33,233002,33,NRTHEAST,MEGHALAYA,ST-PLAN/UC
233003_PHULBARI_33,233003,33,NRTHEAST,MEGHALAYA,ST-PLAN/UC
233005_AMPATI_33,233005,33,NRTHEAST,MEGHALAYA,ST-PLAN/UC
233032_MENDIPATHAR_33,233032,33,NRTHEAST,MEGHALAYA,ST-PLAN/UC
214041_MARIANI-PG_400,214041,400,NRTHEAST,NAGALAND,ST-PLAN/UC
241002_LONGLENG_132,241002,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241003_NEWSEC-KOHI_132,241003,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241004_PFUTSERO_132,241004,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241006_NEWKOHIMA_132,241006,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241008_TUENSANG_132,241008,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241021_BAGHTY_132,241021,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241059_ZUNHEBOTO_132,241059,132,NRTHEAST,NAGALAND,ST-PLAN/UC
241301_LONGNAK_132,241301,132,NRTHEAST,NAGALAND,ST-PLAN/UC
242001_NEWKOHIMA_220,242001,220,NRTHEAST,NAGALAND,ST-PLAN/UC
243001_LONGNAK_33,243001,33,NRTHEAST,NAGALAND,ST-PLAN/UC
243002_LONGLENG_33,243002,33,NRTHEAST,NAGALAND,ST-PLAN/UC
243003_NEWSEC-KOHI_33,243003,33,NRTHEAST,NAGALAND,ST-PLAN/UC
243004_PFUTSERO_33,243004,33,NRTHEAST,NAGALAND,ST-PLAN/UC
243005_ZUNHEBOTO_33,243005,33,NRTHEAST,NAGALAND,ST-PLAN/UC
243007_NEWKOHIMA_33,243007,33,NRTHEAST,NAGALAND,ST-PLAN/UC
244001_NEWKOHIMA_400,244001,400,NRTHEAST,NAGALAND,ST-PLAN/UC
251031_THANLON_132,251031,132,NRTHEAST,MANIPUR,ST-PLAN/UC
251041_UKHRUL_132,251041,132,NRTHEAST,MANIPUR,ST-PLAN/UC
251043_CHANDEL_132,251043,132,NRTHEAST,MANIPUR,ST-PLAN/UC
251082_THANLN-LOAD_132,251082,132,NRTHEAST,MANIPUR,ST-PLAN/UC
251301_GAMPHAJOL_132,251301,132,NRTHEAST,MANIPUR,ST-PLAN/UC
251302_THOUBAL_132,251302,132,NRTHEAST,MANIPUR,ST-PLAN/UC
253001_GAMPHAJOL_33,253001,33,NRTHEAST,MANIPUR,ST-PLAN/UC
253002_THOUBAL_33,253002,33,NRTHEAST,MANIPUR,ST-PLAN/UC
253042_UKHRUL_33,253042,33,NRTHEAST,MANIPUR,ST-PLAN/UC
253044_CHANDEL_33,253044,33,NRTHEAST,MANIPUR,ST-PLAN/UC
260002_SBUNGTLANG_11,260002,11,NRTHEAST,MIZORAM,ST-PLAN/UC
261021_TUIRIAL_132,261021,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261069_MELRIAT-LOAD_132,261069,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261081_SIHMUI-LOAD_132,261081,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261132_MELRIAT_132,261132,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261133_SIHMUI-MLRT_132,261133,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261301_LUNGSEN_132,261301,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261302_WPHAILENG_132,261302,132,NRTHEAST,MIZORAM,ST-PLAN/UC
261303_MARPARA_132,261303,132,NRTHEAST,MIZORAM,ST-PLAN/UC
263001_LUNGSEN_33,263001,33,NRTHEAST,MIZORAM,ST-PLAN/UC
263002_WPHAILENG_33,263002,33,NRTHEAST,MIZORAM,ST-PLAN/UC
263003_MARPARA_33,263003,33,NRTHEAST,MIZORAM,ST-PLAN/UC
263005_CHAWNGTE_33,263005,33,NRTHEAST,MIZORAM,ST-PLAN/UC
263006_SBUNGTLANG_33,263006,33,NRTHEAST,MIZORAM,ST-PLAN/UC
263057_LUNGSEN-LOAD_33,263057,33,NRTHEAST,MIZORAM,ST-PLAN/UC
263070_CHAWNGTE-LOA_33,263070,33,NRTHEAST,MIZORAM,ST-PLAN/UC
271050_RNAGAR-LOAD_132,271050,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271051_BELONIA-LOAD_132,271051,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271052_BAGAFA-LOAD_132,271052,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271053_SABROOM-LOAD_132,271053,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271055_HAIZAMA-LOAD_132,271055,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271056_MONU-LOAD_132,271056,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271058_AMARPURNEW_132,271058,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271071_SATCHND-LOAD_132,271071,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271104_AMARP-N-LOAD_132,271104,132,NRTHEAST,TRIPURA,ST-PLAN/UC
271240_RNAGAR1_132,271240,132,NRTHEAST,TRIPURA,ST-PLAN/UC
