Transformer,Node From,Node To,kV.From,kV.To,Rating,Resistance,Reactance,Status
132253_136053_1_tfmr,132253_TIBBER_220,136053_TIBBER_66,220,66,100,1e-04,0.15,1
132254_136054_1_tfmr,132254_AJITWAL_220,136054_AJITWAL_66,220,66,100,1e-04,0.15,1
132257_136057_3_tfmr,132257_DANDHARIKAL2_220,136057_DHANDARIKAL2_66,220,66,200,1e-05,0.0625,1
132259_136059_1_tfmr,132259_SADIQ_220,136059_SADIQ_66,220,66,100,0,0.15,1
132260_136060_1_tfmr,132260_TARANTARAN_220,136060_RASHIANA_66,220,66,100,0,0.15,0
132261_136061_1_tfmr,132261_MALOUT_220,136061_MALOUT_66,220,66,100,0,0.15,1
132262_136062_1_tfmr,132262_PAKHOWAL_220,136062_PAKHOWAL_66,220,66,100,0,0.15,1
132262_136062_2_tfmr,132262_PAKHOWAL_220,136062_PAKHOWAL_66,220,66,100,0,0.15,1
132262_136062_3_tfmr,132262_PAKHOWAL_220,136062_PAKHOWAL_66,220,66,160,0,0.05069,1
132263_136063_1_tfmr,132263_FP.NABHA_220,136063_NABHA_66,220,66,100,1e-05,0.15,1
132263_136063_2_tfmr,132263_FP.NABHA_220,136063_NABHA_66,220,66,160,1e-05,0.078125,1
132264_136064_1_tfmr,132264_JHUNIR_220,136064_JHUNIR_66,220,66,100,1e-05,0.15,1
132264_136064_2_tfmr,132264_JHUNIR_220,136064_JHUNIR_66,220,66,160,1e-05,0.078125,1
132265_136065_1_tfmr,132265_LALRU_220,136065_LALRU_66,220,66,100,1e-05,0.15,1
132266_136066_1_tfmr,132266_ALGAON_220,136066_ALGAON_66,220,66,100,1e-05,0.15,1
132266_136066_2_tfmr,132266_ALGAON_220,136066_ALGAON_66,220,66,100,1e-05,0.15,1
132268_136068_1_tfmr,132268_KAPURTHALA_220,136068_KAPURTHALA_66,220,66,100,1e-05,0.15,1
132269_136069_1_tfmr,132269_REHANAJATTAN_220,136069_REHANAJATTAN_66,220,66,100,1e-05,0.15,1
132271_136071_1_tfmr,132271_CHOLASHAHIB_220,136071_CHOLASAHIB_66,220,66,100,1e-05,0.15,1
132272_136072_1_tfmr,132272_MASTEWAL_220,136072_MASTEWAL_66,220,66,100,1e-05,0.15,1
132273_136073_1_tfmr,132273_MEHALKALAN_220,136073_MEHALKALAN_66,220,66,100,1e-05,0.15,1
132273_136073_2_tfmr,132273_MEHALKALAN_220,136073_MEHALKALAN_66,220,66,100,1e-05,0.15,1
132274_136074_1_tfmr,132274_DORAHA_220,136074_DORAHA_66,220,66,100,1e-05,0.15,1
132275_136075_1_tfmr,132275_IKOLOHA_220,136075_IKOLAHA_66,220,66,100,0,0.15,1
132276_136076_1_tfmr,132276_PASSIANA_220,136076_PASSIANA_66,220,66,100,0,0.15,1
132277_136077_1_tfmr,132277_GAUNSGARH_220,136077_GAUNSGARH_66,220,66,100,0,0.15,1
132278_136078_1_tfmr,132278_BASSIPATHNA_220,136078_BASSIPATHNA_66,220,66,100,0,0.15,1
132279_136079_1_tfmr,132279_KAKRALA_220,136079_KAKRALA_66,220,66,100,0,0.15,1
132281_136081_1_tfmr,132281_UDHOKE_220,136081_UDHOKE_66,220,66,100,0,0.15,1
162330_136082_1_tfmr,162330_GHULAL2_220,136082_GHULAL66_66,220,66,100,0,0.15,1
162330_136082_2_tfmr,162330_GHULAL2_220,136082_GHULAL66_66,220,66,100,0,0.15,1
132291_136083_1_tfmr,132291_DHANAULA_220,136083_DHANAULA_66,220,66,160,0,0.078125,1
132292_136084_1_tfmr,132292_BADSHAHPUR_220,136084_BADSHAHPUR_66,220,66,100,0,0.15,1
132292_136084_2_tfmr,132292_BADSHAHPUR_220,136084_BADSHAHPUR_66,220,66,100,0,0.15,1
132293_136085_1_tfmr,132293_BANGAN_220,136085_BANGAN_66,220,66,160,0,0.078125,1
132294_136086_1_tfmr,132294_CHOGAWAN_220,136086_CHOGAWAN_66,220,66,100,0,0.15,1
132294_136086_2_tfmr,132294_CHOGAWAN_220,136086_CHOGAWAN_66,220,66,100,0,0.15,1
132295_136087_1_tfmr,132295_BANUR_220,136087_BANUR_66,220,66,100,0,0.15,1
132204_136104_1_tfmr,132204_LEHRAMOHABBA_220,136104_LEHRAMOHABBT_66,220,66,100,1e-05,0.15,1
132204_136104_2_tfmr,132204_LEHRAMOHABBA_220,136104_LEHRAMOHABBT_66,220,66,100,1e-05,0.15,1
132227_136927_1_tfmr,132227_PATTI_220,136927_PATTI_66,220,66,100,1e-04,0.15,1
132227_136927_2_tfmr,132227_PATTI_220,136927_PATTI_66,220,66,100,0,0.15,1
132205_136928_1_tfmr,132205_DASUYA_220,136928_DASUYA_66,220,66,100,1e-05,0.15,1
142203_146003_1_tfmr,142203_TEPLA_220,146003_TEPLA_66,220,66,100,0,0.125,1
142203_146003_2_tfmr,142203_TEPLA_220,146003_TEPLA_66,220,66,100,0,0.125,1
142203_146003_3_tfmr,142203_TEPLA_220,146003_TEPLA_66,220,66,100,0,0.125,1
182212_146012_1_tfmr,182212_DHULKOTE_220,146012_DHULKOTE_66,220,66,60,0,0.165,1
182212_146012_2_tfmr,182212_DHULKOTE_220,146012_DHULKOTE_66,220,66,60,0,0.16383,1
182219_146019_1_tfmr,182219_BALLABGARH_220,146019_BALABGR1_66,220,66,100,0,0.1077,1
182219_146019_2_tfmr,182219_BALLABGARH_220,146019_BALABGR1_66,220,66,100,0,0.1077,1
182219_146019_3_tfmr,182219_BALLABGARH_220,146019_BALABGR1_66,220,66,100,0,0.1077,1
142220_146020_1_tfmr,142220_PALLA_220,146020_PALLA_66,220,66,100,0,0.125,1
142220_146020_2_tfmr,142220_PALLA_220,146020_PALLA_66,220,66,100,0,0.125,1
142220_146020_3_tfmr,142220_PALLA_220,146020_PALLA_66,220,66,100,0,0.125,1
142222_146022_1_tfmr,142222_PALWAL_220,146022_PALWAL_66,220,66,100,0,0.125,1
142222_146022_2_tfmr,142222_PALWAL_220,146022_PALWAL_66,220,66,100,0,0.125,1
142222_146022_3_tfmr,142222_PALWAL_220,146022_PALWAL_66,220,66,100,0,0.125,1
142268_146023_1_tfmr,142268_RAMPRKAMBOY_220,146023_NEWRAMPUR_66,220,66,100,0,0.125,1
142225_146025_1_tfmr,142225_PALI_220,146025_PALI_66,220,66,100,0,0.125,1
142225_146025_2_tfmr,142225_PALI_220,146025_PALI_66,220,66,100,0,0.125,1
182230_146030_1_tfmr,182230_JAGADHARI_220,146030_JAGADHARI_66,220,66,60,0,0.17167,1
182230_146030_2_tfmr,182230_JAGADHARI_220,146030_JAGADHARI_66,220,66,60,0,0.1625,1
182230_146030_3_tfmr,182230_JAGADHARI_220,146030_JAGADHARI_66,220,66,60,0,0.169,1
142243_146043_1_tfmr,142243_GURGAON-SE56_220,146043_GURGAON-56_66,220,66,100,0,0.125,1
142243_146043_2_tfmr,142243_GURGAON-SE56_220,146043_GURGAON-56_66,220,66,100,0,0.125,1
142244_146044_1_tfmr,142244_GURGAON-72_220,146044_GURGAON-72_66,220,66,100,0,0.0125,1
142244_146044_2_tfmr,142244_GURGAON-72_220,146044_GURGAON-72_66,220,66,100,0,0.0125,1
142255_146055_1_tfmr,142255_MAU_HR_220,146055_MAU_HR_66,220,66,100,0,0.1077,1
142255_146055_2_tfmr,142255_MAU_HR_220,146055_MAU_HR_66,220,66,100,0,0.1077,1
142267_146067_1_tfmr,142267_REWALI_220,146067_REWALI_66,220,66,100,0,0.125,1
142267_146067_2_tfmr,142267_REWALI_220,146067_REWALI_66,220,66,100,0,0.125,1
142270_146070_1_tfmr,142270_A5FARIDABAD_220,146070_A5FARIDABAD_66,220,66,100,0,0.125,1
142270_146070_2_tfmr,142270_A5FARIDABAD_220,146070_A5FARIDABAD_66,220,66,100,0,0.125,0
142273_146071_1_tfmr,142273_RANGALA_RAJP_220,146071_RANGALA_RAJ_66,220,66,100,0,0.125,1
142201_146101_1_tfmr,142201_BADSHAHPUR_220,146101_BADSHAHPUR1_66,220,66,100,1e-05,0.125,1
142201_146101_2_tfmr,142201_BADSHAHPUR_220,146101_BADSHAHPUR1_66,220,66,100,1e-05,0.125,1
142201_146101_3_tfmr,142201_BADSHAHPUR_220,146101_BADSHAHPUR1_66,220,66,100,1e-05,0.125,1
142201_146101_4_tfmr,142201_BADSHAHPUR_220,146101_BADSHAHPUR1_66,220,66,100,1e-05,0.125,1
142204_146104_1_tfmr,142204_MADANPUR_220,146104_PANCHKULA_66,220,66,100,1e-05,0.125,1
142204_146104_2_tfmr,142204_MADANPUR_220,146104_PANCHKULA_66,220,66,100,1e-05,0.125,1
142204_146104_3_tfmr,142204_MADANPUR_220,146104_PANCHKULA_66,220,66,100,1e-05,0.125,0
142205_146105_1_tfmr,142205_SHAHBAD_220,146105_SHAHBAD1_66,220,66,100,1e-05,0.125,1
142205_146105_2_tfmr,142205_SHAHBAD_220,146105_SHAHBAD1_66,220,66,100,1e-05,0.125,1
142227_146127_1_tfmr,142227_GURGAON_SE52_220,146127_GURGAON_66,220,66,100,1e-05,0.125,1
142227_146127_2_tfmr,142227_GURGAON_SE52_220,146127_GURGAON_66,220,66,100,1e-05,0.125,1
142227_146127_3_tfmr,142227_GURGAON_SE52_220,146127_GURGAON_66,220,66,100,1e-05,0.125,1
142233_146135_1_tfmr,142233_JORIAN_220,146135_YAMUNA_66,220,66,100,1e-05,0.125,1
142233_146135_2_tfmr,142233_JORIAN_220,146135_YAMUNA_66,220,66,100,1e-05,0.125,1
142233_146135_3_tfmr,142233_JORIAN_220,146135_YAMUNA_66,220,66,100,0,0.125,1
142236_146136_1_tfmr,142236_SALEMPUR_220,146136_SALEMPUR_66,220,66,100,1e-05,0.125,1
142236_146136_2_tfmr,142236_SALEMPUR_220,146136_SALEMPUR_66,220,66,100,1e-05,0.125,1
142238_146138_1_tfmr,142238_DAULTABAD_220,146138_DAULATABAD_66,220,66,100,1e-05,0.125,1
142238_146138_2_tfmr,142238_DAULTABAD_220,146138_DAULATABAD_66,220,66,100,1e-05,0.125,1
142238_146138_3_tfmr,142238_DAULTABAD_220,146138_DAULATABAD_66,220,66,100,1e-05,0.125,1
142239_146139_1_tfmr,142239_MANESAR_220,146139_MANESAR_66,220,66,100,1e-05,0.125,1
142239_146139_2_tfmr,142239_MANESAR_220,146139_MANESAR_66,220,66,100,1e-05,0.125,1
152201_156002_1_tfmr,152201_RAJGHAT2_220,156002_RAJGHAT_66,220,66,175,0,0.07143,1
152204_156004_1_tfmr,152204_NARELA_D_220,156004_NARELA_D_66,220,66,100,0,0.1024,1
152204_156004_2_tfmr,152204_NARELA_D_220,156004_NARELA_D_66,220,66,100,0,0.1024,1
152204_156004_3_tfmr,152204_NARELA_D_220,156004_NARELA_D_66,220,66,100,0,0.1526,1
152205_156005_1_tfmr,152205_PATPARGANJ2_220,156005_PATPARGANJ_66,220,66,100,0,0.1474,1
152205_156005_2_tfmr,152205_PATPARGANJ2_220,156005_PATPARGANJ_66,220,66,100,0,0.1474,1
152213_156007_1_tfmr,152213_BAWANA2_220,156007_BAWANA_66,220,66,100,0,0.1487,1
152208_156008_1_tfmr,152208_OKHLA2_220,156008_OKHLA_66,220,66,100,0,0.1557,1
152208_156008_2_tfmr,152208_OKHLA2_220,156008_OKHLA_66,220,66,100,0,0.146,1
152209_156009_1_tfmr,152209_MEHRAULI_BM_220,156009_MEHRAULI_B_66,220,66,300,0,0.04167,1
152210_156010_1_tfmr,152210_NAZAFGARH_BW_220,156010_NAZAFGARH_B_66,220,66,100,0,0.1479,1
152210_156010_2_tfmr,152210_NAZAFGARH_BW_220,156010_NAZAFGARH_B_66,220,66,100,0,0.1479,1
152223_156010_3_tfmr,152223_NAJAFGARH_BM_220,156010_NAZAFGARH_B_66,220,66,100,0,0.1479,1
152223_156010_4_tfmr,152223_NAJAFGARH_BM_220,156010_NAZAFGARH_B_66,220,66,100,0,0.1479,1
152211_156011_1_tfmr,152211_VASANTKUJ_220,156011_VASANTKUJ_66,220,66,160,0,0.0921,1
152211_156011_2_tfmr,152211_VASANTKUJ_220,156011_VASANTKUJ_66,220,66,100,0,0.1527,1
152211_156011_3_tfmr,152211_VASANTKUJ_220,156011_VASANTKUJ_66,220,66,100,0,0.1449,1
152214_156014_1_tfmr,152214_PAPANKALAN-1_220,156014_PAPANKALAN-1_66,220,66,100,0,0.1491,1
152214_156014_2_tfmr,152214_PAPANKALAN-1_220,156014_PAPANKALAN-1_66,220,66,100,0,0.1491,1
152214_156014_3_tfmr,152214_PAPANKALAN-1_220,156014_PAPANKALAN-1_66,220,66,100,0,0.1469,1
152214_156014_4_tfmr,152214_PAPANKALAN-1_220,156014_PAPANKALAN-1_66,220,66,100,0,0.1474,1
152217_156017_1_tfmr,152217_ROHINI_220,156017_ROHINI_66,220,66,100,0,0.1497,1
152217_156017_2_tfmr,152217_ROHINI_220,156017_ROHINI_66,220,66,100,0,0.1537,1
152217_156017_3_tfmr,152217_ROHINI_220,156017_ROHINI_66,220,66,100,0,0.1471,1
152217_156017_4_tfmr,152217_ROHINI_220,156017_ROHINI_66,220,66,100,0,0.152,1
152218_156018_1_tfmr,152218_BURARI_220,156018_BURARI_66,220,66,100,0,0.1487,1
152219_156019_1_tfmr,152219_PARKSTREET_220,156019_PARKSTREET_66,220,66,100,0,0.1574,1
152219_156019_2_tfmr,152219_PARKSTREET_220,156019_PARKSTREET_66,220,66,100,0,0.1574,1
152220_156020_1_tfmr,152220_SARITAVIHAR2_220,156020_SARITAVIHAR_66,220,66,100,0,0.1546,1
152220_156020_2_tfmr,152220_SARITAVIHAR2_220,156020_SARITAVIHAR_66,220,66,100,0,0.1546,1
152222_156022_1_tfmr,152222_DELHI-RR_220,156022_ROHTAKROAD_66,220,66,100,0,0.1019,1
152224_156025_1_tfmr,152224_DIAL_220,156025_DIAL_66,220,66,160,0,0.0921,1
152224_156025_2_tfmr,152224_DIAL_220,156025_DIAL_66,220,66,160,0,0.0921,1
152229_156027_1_tfmr,152229_WAZIRABAD2_220,156027_WAZIRABAD_66,220,66,100,0,0.1516,1
152229_156027_2_tfmr,152229_WAZIRABAD2_220,156027_WAZIRABAD_66,220,66,100,0,0.146,1
152229_156027_3_tfmr,152229_WAZIRABAD2_220,156027_WAZIRABAD_66,220,66,100,0,0.1498,1
152228_156028_1_tfmr,152228_MEHRAULI_S_220,156028_MEHRAULI_S_66,220,66,300,0,0.04167,1
152239_156033_1_tfmr,152239_KANJHAWALA_220,156033_KANJHAWALA_66,220,66,100,0,0.1475,1
152239_156033_2_tfmr,152239_KANJHAWALA_220,156033_KANJHAWALA_66,220,66,100,0,0.1426,1
152240_156034_1_tfmr,152240_PAPANKALA-II_220,156034_PAPANKALA-II_66,220,66,100,0,0.1478,1
152240_156034_2_tfmr,152240_PAPANKALA-II_220,156034_PAPANKALA-II_66,220,66,100,0,0.1505,1
152238_156038_1_tfmr,152238_DSIDCBAWANA_220,156038_DSIDCBAWANA_66,220,66,100,0,0.1426,1
152238_156038_2_tfmr,152238_DSIDCBAWANA_220,156038_DSIDCBAWANA_66,220,66,100,0,0.1426,1
152255_156055_1_tfmr,152255_MUNDKA_220,156055_MUNDKA_66,220,66,160,0,0.0921,1
152255_156055_2_tfmr,152255_MUNDKA_220,156055_MUNDKA_66,220,66,160,0,0.0921,1
182214_186014_1_tfmr,182214_PONG_220,186014_PONG_66,220,66,40,0,0.3035,1
182216_186015_1_tfmr,182216_BHAKRA_L_220,186015_BHAKRA-L_66,220,66,150,0,0.1414,1
211280_216820_1_tfmr,211280_MARIANI1_132,216820_MARIANI6_66,132,66,18,0.03125,0.625,1
211280_216820_2_tfmr,211280_MARIANI1_132,216820_MARIANI6_66,132,66,18,0.03125,0.625,1
211510_216860_1_tfmr,211510_TINSUKIA1_132,216860_TINSUKIA6_66,132,66,18,0.03125,0.625,1
211510_216860_2_tfmr,211510_TINSUKIA1_132,216860_TINSUKIA6_66,132,66,18,0.03125,0.625,1
211510_216860_3_tfmr,211510_TINSUKIA1_132,216860_TINSUKIA6_66,132,66,18,0.03125,0.625,1
211460_216980_1_tfmr,211460_NTPS1_132,216980_NTPS6_66,132,66,23,0.025,0.5,1
211460_216980_2_tfmr,211460_NTPS1_132,216980_NTPS6_66,132,66,23,0.025,0.5,1
211460_216980_3_tfmr,211460_NTPS1_132,216980_NTPS6_66,132,66,18,0.03125,0.625,1
241020_246110_1_tfmr,241020_DIMAPUR1_132,246110_DIMAPUR6_66,132,66,18,0.03125,0.625,1
241020_246110_2_tfmr,241020_DIMAPUR1_132,246110_DIMAPUR6_66,132,66,18,0.03125,0.625,1
241020_246110_3_tfmr,241020_DIMAPUR1_132,246110_DIMAPUR6_66,132,66,18,0.03125,0.625,1
241062_246180_1_tfmr,241062_KHIPIRE1_132,246180_KHIPIRE6_66,132,66,9,0.0625,1.25,1
241062_246180_2_tfmr,241062_KHIPIRE1_132,246180_KHIPIRE6_66,132,66,9,0.0625,1.25,1
241062_246180_3_tfmr,241062_KHIPIRE1_132,246180_KHIPIRE6_66,132,66,9,0.0625,1.25,1
241008_246190_1_tfmr,241008_TUENSANG_132,246190_TUENSNG6_66,132,66,10,0,1.25,1
241008_246190_2_tfmr,241008_TUENSANG_132,246190_TUENSNG6_66,132,66,10,0,1.25,1
241040_246200_1_tfmr,241040_MOKOKCHUNG1_132,246200_MOKOKCHUNG6_66,132,66,11,0.05,1,1
241040_246200_2_tfmr,241040_MOKOKCHUNG1_132,246200_MOKOKCHUNG6_66,132,66,23,0.025,0.5,1
271130_276330_1_tfmr,271130_UDAIPUR1_132,276330_UDAIPUR6_66,132,66,14,0.04167,0.83333,1
271130_276330_2_tfmr,271130_UDAIPUR1_132,276330_UDAIPUR6_66,132,66,9,0.0625,1.25,1
271340_276360_1_tfmr,271340_ROKHIA1_132,276360_ROKHIA6_66,132,66,27,0.02083,0.41667,1
271030_276390_1_tfmr,271030_AGARTLA1_132,276390_AGARTAL6_66,132,66,15,0,0.833333,1
271070_276430_1_tfmr,271070_BARAMURA1_132,276430_BARAMRA6_66,132,66,27,0.02083,0.41667,1
282206_286606_1_tfmr,282206_RURICHU2_220,286606_RURICHU66_66,220,66,30,0,0.22,1
281201_286611_1_tfmr,281201_SAMTSE2_220,286611_SAMTSE66_66,220,66,40,0,0.5,1
332001_336001_1_tfmr,332001_KARARPD2_220,336001_KARARPD6_66,220,66,100,0,0.125,1
332001_336001_2_tfmr,332001_KARARPD2_220,336001_KARARPD6_66,220,66,100,0,0.125,1
332001_336001_3_tfmr,332001_KARARPD2_220,336001_KARARPD6_66,220,66,100,0,0.125,1
332001_336001_4_tfmr,332001_KARARPD2_220,336001_KARARPD6_66,220,66,100,0,0.125,1
332002_336002_1_tfmr,332002_KHADOLI_220,336002_KHADOLI6_66,220,66,160,0,0.125,1
332002_336002_2_tfmr,332002_KHADOLI_220,336002_KHADOLI6_66,220,66,160,0,0.125,1
352049_356001_1_tfmr,352049_VAPI2_220,356001_VAPI_66,220,66,100,0,0.125,1
352049_356001_2_tfmr,352049_VAPI2_220,356001_VAPI_66,220,66,100,0,0.125,1
352049_356001_3_tfmr,352049_VAPI2_220,356001_VAPI_66,220,66,100,0,0.125,1
352049_356001_4_tfmr,352049_VAPI2_220,356001_VAPI_66,220,66,100,0,0.125,1
352079_356002_1_tfmr,352079_BHD2_220,356002_BHILAD_66,220,66,100,0,0.125,1
352079_356002_2_tfmr,352079_BHD2_220,356002_BHILAD_66,220,66,100,0,0.125,1
352079_356002_3_tfmr,352079_BHD2_220,356002_BHILAD_66,220,66,100,0,0.125,1
532001_536001_1_tfmr,532001_IDUKKI2A_220,536001_IDUKKI6_66,220,66,50,0.01371,0.27426,1
531017_536003_1_tfmr,531017_EDAMON1_110,536003_EDAMON6_66,110,66,40,0.01152,0.23046,1
531017_536003_2_tfmr,531017_EDAMON1_110,536003_EDAMON6_66,110,66,40,0.01152,0.23046,1
531018_536004_1_tfmr,531018_EDAPPON1_110,536004_EDAPPON6_66,110,66,63,0.01098,0.21957,1
531018_536004_2_tfmr,531018_EDAPPON1_110,536004_EDAPPON6_66,110,66,63,0.01098,0.21957,1
531003_536006_1_tfmr,531003_AROOR1_110,536006_AROOR6_66,110,66,63,0.01098,0.21957,1
531045_536009_1_tfmr,531045_PVNTHURT1_110,536009_PVNTHURT6_66,110,66,63,0.00778,0.15552,1
531045_536009_2_tfmr,531045_PVNTHURT1_110,536009_PVNTHURT6_66,110,66,50,0.00709,0.14182,1
531045_536009_3_tfmr,531045_PVNTHURT1_110,536009_PVNTHURT6_66,110,66,63,0.00786,0.1571,1
531052_536011_1_tfmr,531052_PUNNAPRA1_110,536011_PUNNAPRA6_66,110,66,63,0.00835,0.16709,1
531052_536011_2_tfmr,531052_PUNNAPRA1_110,536011_PUNNAPRA6_66,110,66,63,0.00824,0.16472,1
532013_536013_1_tfmr,532013_SABRGIRI2_220,536013_SABRGIRI6_66,220,66,50,0.00648,0.12964,1
531074_536018_1_tfmr,531074_KANJRPLY1_110,536018_KANJRPLY6_66,110,66,50,0.00709,0.14182,1
531075_536033_1_tfmr,531075_MUNDKAYM1_110,536033_MUNDKAYM6_66,110,66,50,0.00709,0.14182,0
531039_536035_1_tfmr,531039_MVLIKARA1_110,536035_MVLIKARA6_66,110,66,80,0.00389,0.10618,1
531251_536036_1_tfmr,531251_NEDMKNDM1_110,536036_NEDMKNDM6_66,110,66,40,0.01216,0.2433,1
531043_536040_1_tfmr,531043_PALA1_110,536040_PALA6_66,110,66,80,0.00624,0.12484,1
531004_536042_1_tfmr,531004_ATTINGAL1_110,536042_ATTINGAL6_66,110,66,32,0.01545,0.30899,1
531077_536044_1_tfmr,531077_PERUMEDU1_110,536044_PERUMEDU6_66,110,66,50,0.00709,0.14182,1
531048_536047_1_tfmr,531048_PARTHPRA1_110,536047_PARTHPRA6_66,110,66,63,0.01098,0.21957,1
531048_536047_2_tfmr,531048_PARTHPRA1_110,536047_PARTHPRA6_66,110,66,63,0.01098,0.21957,1
531050_536048_1_tfmr,531050_PARASALA1A_110,536048_PARASALA6_66,110,66,50,0.00709,0.14182,1
531050_536048_2_tfmr,531050_PARASALA1A_110,536048_PARASALA6_66,110,66,50,0.00709,0.14182,1
531069_536049_1_tfmr,531069_PTNMTHTA1_110,536049_PTNMTHTA6_66,110,66,25,0.01019,0.20375,1
532251_536051_1_tfmr,532251_PALIVASL2_220,536051_PALIVASL6_66,220,66,50,0.0125,0.25,1
532251_536051_2_tfmr,532251_PALIVASL2_220,536051_PALIVASL6_66,220,66,50,0.0125,0.25,1
531054_536052_1_tfmr,531054_SENGULAM1_110,536052_SENGULAM6_66,110,66,25,0.01019,0.20375,1
531054_536052_2_tfmr,531054_SENGULAM1_110,536052_SENGULAM6_66,110,66,25,0.01019,0.20375,1
531057_536053_1_tfmr,531057_SASTMKTA1_110,536053_SASTMKTA6_66,110,66,40,0.01136,0.22722,1
531059_536055_1_tfmr,531059_THIRUMLA1_110,536055_THIRUMLA6_66,110,66,63,0.00782,0.15631,1
531064_536056_1_tfmr,531064_TERLS1_110,536056_TERLS6_66,110,66,40,0.01216,0.2433,1
531064_536056_2_tfmr,531064_TERLS1_110,536056_TERLS6_66,110,66,40,0.01229,0.24579,1
531068_536064_1_tfmr,531068_VAIKKOM1_110,536064_VAIKKOM6_66,110,66,40,0.01142,0.22847,1
531257_536252_1_tfmr,531257_KUYLIMLA1_110,536252_KUYLIMLA6_66,110,66,25,0.01019,0.20375,1
531257_536252_2_tfmr,531257_KUYLIMLA1_110,536252_KUYLIMLA6_66,110,66,25,0.01019,0.20375,1
532257_536252_1_tfmr,532257_KUYLIMLA2_220,536252_KUYLIMLA6_66,220,66,50,0.0125,0.25,0
532257_536252_2_tfmr,532257_KUYLIMLA2_220,536252_KUYLIMLA6_66,220,66,50,0.0125,0.25,0
531303_536303_1_tfmr,531303_KALMSERY1_110,536303_KALMSERY6_66,110,66,63,0.01118,0.22353,1
531303_536303_2_tfmr,531303_KALMSERY1_110,536303_KALMSERY6_66,110,66,63,0.01118,0.22353,1
531310_536305_1_tfmr,531310_CHALAKDY1_110,536305_CHALAKDY6_66,110,66,50,0.00709,0.14182,1
531310_536305_2_tfmr,531310_CHALAKDY1_110,536305_CHALAKDY6_66,110,66,50,0.00709,0.14182,1
531312_536312_1_tfmr,531312_ALUVA1_110,536312_ALUVA6_66,110,66,63,0.00729,0.14585,1
531312_536312_2_tfmr,531312_ALUVA1_110,536312_ALUVA6_66,110,66,63,0.00782,0.15631,1
532551_536314_1_tfmr,532551_KOTMNGLM2_220,536314_KOTMNGLM6_66,220,66,50,0.0125,0.25,0
532551_536314_2_tfmr,532551_KOTMNGLM2_220,536314_KOTMNGLM6_66,220,66,50,0.0125,0.25,0
531321_536320_1_tfmr,531321_IDAMALYR1_110,536320_IDAMALYR6_66,110,66,48,0.01238,0.24761,0
531322_536322_1_tfmr,531322_KALOOR1_110,536322_KALOOR6_66,110,66,25,0.01938,0.38752,1
531322_536322_2_tfmr,531322_KALOOR1_110,536322_KALOOR6_66,110,66,25,0.01938,0.38752,1
531378_536325_1_tfmr,531378_KANJIKOD1_110,536325_KANJIKOD6_66,110,66,126,0.00418,0.08355,1
531555_536326_1_tfmr,531555_KOTHTKLM1_110,536326_KOTHTKLM6_66,110,66,32,0.01545,0.30899,1
531555_536326_2_tfmr,531555_KOTHTKLM1_110,536326_KOTHTKLM6_66,110,66,32,0.01545,0.30899,1
531334_536336_1_tfmr,531334_MATNCHRY1_110,536336_MATNCHRY6_66,110,66,50,0.00969,0.19376,1
531355_536357_1_tfmr,531355_VIYYUR1_110,536357_VIYYUR6_66,110,66,63,0.00805,0.16091,1
531355_536357_2_tfmr,531355_VIYYUR1_110,536357_VIYYUR6_66,110,66,63,0.00805,0.16091,1
531390_536358_1_tfmr,531390_VENAKARA1_110,536358_VENAKARA6_66,110,66,80,0.00571,0.11423,1
531356_536359_1_tfmr,531356_VYTTILA1_110,536359_VYTTILA6_66,110,66,80,0.00571,0.11423,1
532601_536601_1_tfmr,532601_KANIAMPT2_220,536601_KANIAMPT6_66,220,66,50,0.01371,0.27426,1
532601_536601_2_tfmr,532601_KANIAMPT2_220,536601_KANIAMPT6_66,220,66,50,0.01371,0.27426,1
531637_536602_1_tfmr,531637_CHEVAYUR1_110,536602_CHEVAYUR6_66,110,66,40,0.01181,0.23628,1
531605_536604_2_tfmr,531605_NALLALAM1A_110,536604_NALLALAM6A_66,110,66,40,0.01142,0.22847,1
531617_536607_1_tfmr,531617_KUNMGLM1_110,536607_KUNMGLM6_66,110,66,80,0.00571,0.11423,1
531634_536612_1_tfmr,531634_MALAPURM1_110,536612_MALAPURM6_66,110,66,80,0.00571,0.11423,0
531640_536616_1_tfmr,531640_MUNDAYAD1_110,536616_MUNDAYAD6_66,110,66,80,0.00571,0.11423,1
531604_536626_1_tfmr,531604_NALLALAM1B_110,536626_NALLALAM6B_66,110,66,40,0.01142,0.22847,1
372052_371305_1_tfmr,372052_TROMB2_220,371305_TROMB1_100,220,100,200,0,0.125,1
372052_371305_2_tfmr,372052_TROMB2_220,371305_TROMB1_100,220,100,200,0,0.125,1
372193_371308_1_tfmr,372193_SALSETT2_220,371308_SALSA1_100,220,100,250,0,0.125,1
372193_371308_2_tfmr,372193_SALSETT2_220,371308_SALSA1_100,220,100,250,0,0.125,1
372193_371308_3_tfmr,372193_SALSETT2_220,371308_SALSA1_100,220,100,250,0,0.125,1
372030_371309_1_tfmr,372030_DHARA2_220,371309_DHARA1_100,220,100,250,0,0.125,1
372030_371309_2_tfmr,372030_DHARA2_220,371309_DHARA1_100,220,100,250,0,0.125,1
372030_371309_3_tfmr,372030_DHARA2_220,371309_DHARA1_100,220,100,250,0,0.125,1
